"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
2.61163560394833e-09,10,157,17.3498635122839,"Path:hsa05160 Hepatitis C","http://www.genome.jp/kegg-bin/show_pathway?hsa05160 "," E2F2  AKT1  GSK3B  FAS  JAK1  MYC  MAP2K2  RB1  STAT2  CASP8"
3.40544620528063e-09,10,162,16.8143738977072,"Path:hsa04630 JAK-STAT signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04630 "," AKT1  JAK1  JAK2  MYC  PDGFB  PDGFRA  BCL2L1  STAT2  STAT5A  CCND2"
7.91545780229908e-09,11,235,12.7503039513678,"Path:hsa04014 Ras signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04014 "," AKT1  FGF1  IGF1  KIT  AFDN  NF1  PDGFB  PDGFRA  MAP2K2  BCL2L1  VEGFA"
1.42488342583332e-08,9,137,17.8944212721585,"Path:hsa04910 Insulin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04910 "," EIF4E  AKT1  GSK3B  MAP2K2  RPTOR  RHEB  RPS6  RPS6KB2  TSC2"
1.56019785292214e-08,9,139,17.6369475847893,"Path:hsa05162 Measles","http://www.genome.jp/kegg-bin/show_pathway?hsa05162 "," AKT1  GSK3B  FAS  JAK1  BCL2L1  STAT2  STAT5A  CASP8  CCND2"
1.93381543423266e-08,9,143,17.1436063936064,"Path:hsa04550 Signaling pathways regulating pluripotency of stem cells","http://www.genome.jp/kegg-bin/show_pathway?hsa04550 "," MAPK14  AKT1  GSK3B  IGF1  JAK1  JAK2  SMAD4  MYC  MAP2K2"
2.40888831663161e-08,10,202,13.4847949080622,"Path:hsa05205 Proteoglycans in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05205 "," MAPK14  AKT1  IGF1  FAS  MYC  MAP2K2  RPS6  RPS6KB2  SDC4  VEGFA"
4.47994156432683e-08,7,70,27.2392857142857,"Path:hsa04917 Prolactin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04917 "," MAPK14  AKT1  GSK3B  JAK2  MAP2K2  STAT5A  CCND2"
5.12465545193129e-08,8,112,19.4566326530612,"Path:hsa05145 Toxoplasmosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05145 "," MAPK14  AKT1  JAK1  JAK2  LAMA2  LAMB3  BCL2L1  CASP8"
5.6582092233055e-08,7,73,26.1198630136986,"Path:hsa04115 p53 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04115 "," IGF1  FAS  BCL2L1  TSC2  CASP8  CCNB1  CCND2"
6.64452079296033e-08,7,75,25.4233333333333,"Path:hsa05214 Glioma","http://www.genome.jp/kegg-bin/show_pathway?hsa05214 "," E2F2  AKT1  IGF1  PDGFB  PDGFRA  MAP2K2  RB1"
8.60922457895246e-08,8,121,18.0094451003542,"Path:hsa04919 Thyroid hormone signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04919 "," AKT1  GSK3B  MYC  NOTCH3  MAP2K2  RHEB  TSC2  NCOA3"
1.15024368773815e-07,8,126,17.2947845804989,"Path:hsa04110 Cell cycle","http://www.genome.jp/kegg-bin/show_pathway?hsa04110 "," CDKN2C  E2F2  GSK3B  SMAD4  MYC  RB1  CCNB1  CCND2"
1.51764871447424e-07,8,131,16.6346782988004,"Path:hsa04068 FoxO signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04068 "," MAPK14  AKT1  IGF1  SMAD4  MAP2K2  TGFBR2  CCNB1  CCND2"
1.55311307042538e-07,7,86,22.171511627907,"Path:hsa05210 Colorectal cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05210 "," AKT1  GSK3B  SMAD4  MYC  MAP2K2  RPS6KB2  TGFBR2"
1.92213482164279e-07,7,89,21.4241573033708,"Path:hsa04211 Longevity regulating pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04211 "," EIF4E  AKT1  IGF1  RPTOR  RHEB  RPS6KB2  TSC2"
2.27147423750811e-07,9,197,12.4443437273387,"Path:hsa05207 Chemical carcinogenesis-receptor activation","http://www.genome.jp/kegg-bin/show_pathway?hsa05207 "," AKT1  AR  JAK2  MYC  MAP2K2  RB1  RPS6KB2  STAT5A  VEGFA"
2.30124347684781e-07,7,92,20.7255434782609,"Path:hsa05222 Small cell lung cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05222 "," E2F2  AKT1  LAMA2  LAMB3  MYC  RB1  BCL2L1"
2.46054497893625e-07,9,200,12.2576785714286,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," AKT1  GSK3B  IGF1  LAMA2  LAMB3  PDGFB  PDGFRA  VEGFA  CCND2"
3.40033884179982e-07,7,98,19.4566326530612,"Path:hsa05231 Choline metabolism in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05231 "," AKT1  PDGFB  PDGFRA  MAP2K2  RHEB  RPS6KB2  TSC2"
3.82038807604027e-07,7,100,19.0675,"Path:hsa04933 AGE-RAGE signaling pathway in diabetic complications","http://www.genome.jp/kegg-bin/show_pathway?hsa04933 "," MAPK14  AKT1  JAK2  SMAD4  STAT5A  TGFBR2  VEGFA"
6.76781008234964e-07,7,109,17.493119266055,"Path:hsa04066 HIF-1 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04066 "," EIF4E  AKT1  IGF1  MAP2K2  RPS6  RPS6KB2  VEGFA"
7.34551715088254e-07,6,67,24.3933901918977,"Path:hsa05221 Acute myeloid leukemia","http://www.genome.jp/kegg-bin/show_pathway?hsa05221 "," AKT1  KIT  MYC  MAP2K2  RPS6KB2  STAT5A"
1.25118815329107e-06,7,120,15.8895833333333,"Path:hsa04935 Growth hormone synthesis secretion and action","http://www.genome.jp/kegg-bin/show_pathway?hsa04935 "," MAPK14  AKT1  GSK3B  IGF1  JAK2  MAP2K2  STAT5A"
1.64799119847128e-06,5,41,33.2186411149826,"Path:hsa05219 Bladder cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05219 "," E2F2  MYC  MAP2K2  RB1  VEGFA"
2.66900233447343e-06,6,84,19.4566326530612,"Path:hsa04012 ErbB signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04012 "," AKT1  GSK3B  MYC  MAP2K2  RPS6KB2  STAT5A"
3.50745372557976e-06,7,141,13.5230496453901,"Path:hsa04140 Autophagy-animal","http://www.genome.jp/kegg-bin/show_pathway?hsa04140 "," AKT1  MAP2K2  RPTOR  BCL2L1  RHEB  RPS6KB2  TSC2"
3.60987417110019e-06,6,89,18.3635634028892,"Path:hsa05235 PD-L1 expression and PD-1 checkpoint pathway in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05235 "," MAPK14  AKT1  JAK1  JAK2  MAP2K2  RPS6KB2"
4.01828507438996e-06,8,210,10.3768707482993,"Path:hsa05170 Human immunodeficiency virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05170 "," MAPK14  AKT1  FAS  MAP2K2  BCL2L1  RPS6KB2  CASP8  CCNB1"
4.22209655306216e-06,6,92,17.764751552795,"Path:hsa04658 Th1 and Th2 cell differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04658 "," RBPJL  MAPK14  JAK1  JAK2  NOTCH3  STAT5A"
4.40850820639765e-06,7,148,12.8834459459459,"Path:hsa04072 Phospholipase D signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04072 "," AKT1  KIT  PDGFB  PDGFRA  MAP2K2  RHEB  TSC2"
4.40850820639765e-06,8,214,10.1829105473965,"Path:hsa05417 Lipid and atherosclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05417 "," MAPK14  AKT1  GSK3B  FAS  JAK2  BCL2L1  CASP6  CASP8"
6.42557525333197e-06,7,157,12.1449044585987,"Path:hsa04390 Hippo signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04390 "," FGF1  GSK3B  SMAD4  MYC  BMP6  TGFBR2  CCND2"
1.0040643903651e-05,6,108,15.1329365079365,"Path:hsa04659 Th17 cell differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04659 "," MAPK14  JAK1  JAK2  SMAD4  STAT5A  TGFBR2"
1.09409484188626e-05,7,171,11.1505847953216,"Path:hsa05164 Influenza A","http://www.genome.jp/kegg-bin/show_pathway?hsa05164 "," AKT1  FAS  JAK1  JAK2  MAP2K2  STAT2  CASP8"
1.87459502132832e-05,6,121,13.5070838252656,"Path:hsa04152 AMPK signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04152 "," AKT1  IGF1  RPTOR  RHEB  RPS6KB2  TSC2"
1.95060405185745e-05,5,70,19.4566326530612,"Path:hsa05230 Central carbon metabolism in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05230 "," AKT1  KIT  MYC  PDGFRA  MAP2K2"
2.20468450594993e-05,5,72,18.9161706349206,"Path:hsa05223 Non-small cell lung cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05223 "," E2F2  AKT1  MAP2K2  RB1  STAT5A"
3.48844794202529e-05,6,136,12.0173319327731,"Path:hsa04210 Apoptosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04210 "," AKT1  FAS  MAP2K2  BCL2L1  CASP6  CASP8"
3.73070574651124e-05,6,138,11.8431677018634,"Path:hsa04371 Apelin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04371 "," AKT1  SMAD4  NOTCH3  MAP2K2  RPS6  RPS6KB2"
5.61042964573719e-05,7,223,8.55044843049327,"Path:hsa05208 Chemical carcinogenesis-reactive oxygen species","http://www.genome.jp/kegg-bin/show_pathway?hsa05208 "," AKR1C4  MAPK14  AKT1  PRKD1  MAP2K2  VEGFA  AKR1C3"
7.11695075038823e-05,5,93,14.644777265745,"Path:hsa04350 TGF-beta signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04350 "," SMAD4  MYC  RPS6KB2  BMP6  TGFBR2"
7.11695075038823e-05,7,232,8.21875,"Path:hsa04714 Thermogenesis","http://www.genome.jp/kegg-bin/show_pathway?hsa04714 "," MAPK14  RPTOR  RHEB  RPS6  RPS6KB2  SMARCD1  TSC2"
7.8260864133861e-05,6,159,10.2789757412399,"Path:hsa04217 Necroptosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04217 "," FAS  JAK1  JAK2  STAT2  STAT5A  CASP8"
0.000102842602346958,5,101,13.4847949080622,"Path:hsa05142 Chagas disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05142 "," MAPK14  AKT1  FAS  TGFBR2  CASP8"
0.000110580221048717,6,170,9.61386554621849,"Path:hsa04310 Wnt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04310 "," GSK3B  SMAD4  MMP7  MYC  PSEN1  CCND2"
0.000173343627514448,4,58,18.7857142857143,"Path:hsa05213 Endometrial cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05213 "," AKT1  GSK3B  MYC  MAP2K2"
0.000180209103503538,4,59,18.4673123486683,"Path:hsa04330 Notch signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04330 "," RBPJL  DTX2  NOTCH3  PSEN1"
0.000180209103503538,4,59,18.4673123486683,"Path:hsa04370 VEGF signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04370 "," MAPK14  AKT1  MAP2K2  VEGFA"
0.000208485103055964,5,119,11.4450780312125,"Path:hsa04722 Neurotrophin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04722 "," MAPK14  AKT1  GSK3B  MAP2K2  PSEN1"
0.000208485103055964,6,193,8.46817172464841,"Path:hsa05202 Transcriptional misregulation in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05202 "," CDKN2C  IGF1  MYC  BCL2L1  TGFBR2  CCND2"
0.000210161046527326,4,62,17.573732718894,"Path:hsa04213 Longevity regulating pathway-multiple species","http://www.genome.jp/kegg-bin/show_pathway?hsa04213 "," AKT1  IGF1  RPTOR  RPS6KB2"
0.000215384693024689,8,384,5.67485119047619,"Path:hsa05010 Alzheimer disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05010 "," ADAM10  TUBB4B  AKT1  GSK3B  FAS  MAP2K2  PSEN1  CASP8"
0.000215384693024689,9,495,4.9525974025974,"Path:hsa05168 Herpes simplex virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05168 "," AKT1  FAS  JAK1  JAK2  BCL2L1  RHEB  STAT2  TSC2  CASP8"
0.000253535643935051,5,126,10.8092403628118,"Path:hsa04380 Osteoclast differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04380 "," MAPK14  AKT1  JAK1  STAT2  TGFBR2"
0.000253535643935051,6,202,8.09087694483734,"Path:hsa05203 Viral carcinogenesis","http://www.genome.jp/kegg-bin/show_pathway?hsa05203 "," RBPJL  JAK1  RB1  STAT5A  CASP8  CCND2"
0.00027909170870252,5,129,10.5578626799557,"Path:hsa04926 Relaxin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04926 "," MAPK14  AKT1  MAP2K2  TGFBR2  VEGFA"
0.00027909170870252,4,68,16.0231092436975,"Path:hsa05211 Renal cell carcinoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05211 "," AKT1  PDGFB  MAP2K2  VEGFA"
0.000363306214671882,4,73,14.9256360078278,"Path:hsa01524 Platinum drug resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01524 "," AKT1  FAS  BCL2L1  CASP8"
0.000369830993701057,5,138,9.86930641821946,"Path:hsa05418 Fluid shear stress and atherosclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05418 "," MAPK14  AKT1  PDGFB  SDC4  VEGFA"
0.000404011228554978,5,141,9.65932117527862,"Path:hsa04936 Alcoholic liver disease","http://www.genome.jp/kegg-bin/show_pathway?hsa04936 "," MAPK14  AKT1  GSK3B  FAS  CASP8"
0.000612429745868818,5,155,8.786866359447,"Path:hsa04932 Non-alcoholic fatty liver disease","http://www.genome.jp/kegg-bin/show_pathway?hsa04932 "," MAPK14  AKT1  GSK3B  FAS  CASP8"
0.000612429745868818,5,155,8.786866359447,"Path:hsa04934 Cushing syndrome","http://www.genome.jp/kegg-bin/show_pathway?hsa04934 "," CDKN2C  E2F2  GSK3B  MAP2K2  RB1"
0.000661589375252849,6,246,6.64372822299651,"Path:hsa05131 Shigellosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05131 "," MAPK14  AKT1  GSK3B  RPTOR  BCL2L1  RPS6KB2"
0.000689804588480974,4,88,12.3814935064935,"Path:hsa04540 Gap junction","http://www.genome.jp/kegg-bin/show_pathway?hsa04540 "," TUBB4B  PDGFB  PDGFRA  MAP2K2"
0.000689804588480974,6,249,6.56368330464716,"Path:hsa05132 Salmonella infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05132 "," TUBB4B  MAPK14  AKT1  MYC  MAP2K2  CASP8"
0.000788453894987363,8,476,4.57803121248499,"Path:hsa05022 Pathways of neurodegeneration-multiple diseases","http://www.genome.jp/kegg-bin/show_pathway?hsa05022 "," TUBB4B  MAPK14  GSK3B  FAS  MAP2K2  PSEN1  BCL2L1  CASP8"
0.00111910180466825,5,179,7.60873902633679,"Path:hsa05152 Tuberculosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05152 "," MAPK14  AKT1  JAK1  JAK2  CASP8"
0.00116472942234379,4,102,10.6820728291317,"Path:hsa04914 Progesterone-mediated oocyte maturation","http://www.genome.jp/kegg-bin/show_pathway?hsa04914 "," MAPK14  AKT1  IGF1  CCNB1"
0.00118243965552087,4,103,10.5783633841886,"Path:hsa04620 Toll-like receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04620 "," MAPK14  AKT1  MAP2K2  CASP8"
0.00118243965552087,4,103,10.5783633841886,"Path:hsa04660 T cell receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04660 "," MAPK14  AKT1  GSK3B  MAP2K2"
0.00118454559541511,5,183,7.44242779078845,"Path:hsa04621 NOD-like receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04621 "," MAPK14  JAK1  BCL2L1  STAT2  CASP8"
0.00120050851242665,4,104,10.4766483516484,"Path:hsa04625 C-type lectin receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04625 "," MAPK14  AKT1  STAT2  CASP8"
0.00156941655889843,4,112,9.72831632653061,"Path:hsa04668 TNF signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04668 "," MAPK14  AKT1  FAS  CASP8"
0.00175056628297126,3,51,16.0231092436975,"Path:hsa04913 Ovarian steroidogenesis","http://www.genome.jp/kegg-bin/show_pathway?hsa04913 "," IGF1  BMP6  AKR1C3"
0.00275139633841281,4,131,8.31733914940022,"Path:hsa04114 Oocyte meiosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04114 "," MAPK14  IGF1  AR  CCNB1"
0.00302585260491303,3,62,13.1802995391705,"Path:hsa00140 Steroid hormone biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa00140 "," AKR1C4  HSD17B11  AKR1C3"
0.00317866443683488,4,137,7.95307612095933,"Path:hsa05135 Yersinia infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05135 "," MAPK14  AKT1  GSK3B  MAP2K2"
0.003868570312187,3,68,12.0173319327731,"Path:hsa04664 Fc epsilon RI signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04664 "," MAPK14  AKT1  MAP2K2"
0.00433429929560193,3,71,11.5095573440644,"Path:hsa04520 Adherens junction","http://www.genome.jp/kegg-bin/show_pathway?hsa04520 "," SMAD4  AFDN  TGFBR2"
0.00521037203744042,3,76,10.7523496240601,"Path:hsa05140 Leishmaniasis","http://www.genome.jp/kegg-bin/show_pathway?hsa05140 "," MAPK14  JAK1  JAK2"
0.00618099421368405,3,81,10.0886243386243,"Path:hsa04662 B cell receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04662 "," AKT1  GSK3B  MAP2K2"
0.00773062062754748,3,88,9.28612012987013,"Path:hsa04512 ECM-receptor interaction","http://www.genome.jp/kegg-bin/show_pathway?hsa04512 "," LAMA2  LAMB3  SDC4"
0.00893738416109252,3,93,8.78686635944701,"Path:hsa04657 IL-17 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04657 "," MAPK14  GSK3B  CASP8"
0.00973439198461933,2,30,18.1595238095238,"Path:hsa01523 Antifolate resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01523 "," FOLR2  SLC19A1"
0.00973439198461933,4,191,5.70456245325355,"Path:hsa04062 Chemokine signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04062 "," AKT1  GSK3B  JAK2  STAT2"
0.0107083868998646,4,197,5.53081943437273,"Path:hsa05130 Pathogenic Escherichia coli infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05130 "," TUBB4B  MAPK14  FAS  CASP8"
0.0107483082829789,2,32,17.0245535714286,"Path:hsa04215 Apoptosis-multiple species","http://www.genome.jp/kegg-bin/show_pathway?hsa04215 "," BCL2L1  CASP8"
0.0107483082829789,3,101,8.09087694483734,"Path:hsa04916 Melanogenesis","http://www.genome.jp/kegg-bin/show_pathway?hsa04916 "," GSK3B  KIT  MAP2K2"
0.0115684515316618,4,203,5.36734693877551,"Path:hsa05415 Diabetic cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05415 "," MAPK14  AKT1  GSK3B  TGFBR2"
0.0126814373806694,3,108,7.56646825396825,"Path:hsa04931 Insulin resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa04931 "," AKT1  GSK3B  RPS6KB2"
0.0138867612608353,2,37,14.7239382239382,"Path:hsa05216 Thyroid cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05216 "," MYC  MAP2K2"
0.0141830516764827,4,217,5.02106649111257,"Path:hsa04810 Regulation of actin cytoskeleton","http://www.genome.jp/kegg-bin/show_pathway?hsa04810 "," FGF1  PDGFB  PDGFRA  MAP2K2"
0.0160989590925432,3,119,6.86704681872749,"Path:hsa04071 Sphingolipid signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04071 "," MAPK14  AKT1  MAP2K2"
0.0175103068163334,4,232,4.69642857142857,"Path:hsa05171 Coronavirus disease-COVID-19","http://www.genome.jp/kegg-bin/show_pathway?hsa05171 "," MAPK14  JAK1  RPS6  STAT2"
0.01946889338844,4,240,4.53988095238095,"Path:hsa04020 Calcium signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04020 "," FGF1  PDGFB  PDGFRA  VEGFA"
0.0207561673959816,3,132,6.19074675324675,"Path:hsa04728 Dopaminergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04728 "," MAPK14  AKT1  GSK3B"
0.0222477004388064,4,251,4.34092202618099,"Path:hsa04144 Endocytosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04144 "," FOLR2  LDLRAP1  PDGFRA  TGFBR2"
