"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.089370073139503,2,84,11.1180758017493,"Path:hsa04012 ErbB signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04012 "," PLCG2  PRKCB"
0.089370073139503,3,235,5.96118106817195,"Path:hsa04014 Ras signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04014 "," PLCG2  PRKCB  RASA2"
0.107549616048083,2,108,8.64739229024943,"Path:hsa03013 Nucleocytoplasmic transport","http://www.genome.jp/kegg-bin/show_pathway?hsa03013 "," IPO8  PHAX"
0.107549616048083,2,104,8.97998430141287,"Path:hsa04064 NF-kappa B signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04064 "," PLCG2  PRKCB"
0.107549616048083,2,97,9.62802440563854,"Path:hsa04070 Phosphatidylinositol signaling system","http://www.genome.jp/kegg-bin/show_pathway?hsa04070 "," PLCG2  PRKCB"
0.107549616048083,2,104,8.97998430141287,"Path:hsa04625 C-type lectin receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04625 "," PLCG2  BCL3"
0.107549616048083,2,98,9.52977925864223,"Path:hsa04750 Inflammatory mediator regulation of TRP channels","http://www.genome.jp/kegg-bin/show_pathway?hsa04750 "," PLCG2  PRKCB"
0.107549616048083,2,106,8.81055063534848,"Path:hsa04928 Parathyroid hormone synthesis secretion and action","http://www.genome.jp/kegg-bin/show_pathway?hsa04928 "," PRKCB  ARHGEF1"
0.107549616048083,2,100,9.33918367346939,"Path:hsa04933 AGE-RAGE signaling pathway in diabetic complications","http://www.genome.jp/kegg-bin/show_pathway?hsa04933 "," PLCG2  PRKCB"
0.123934153585753,2,121,7.71833361443751,"Path:hsa04919 Thyroid hormone signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04919 "," PLCG2  PRKCB"
0.123934153585753,2,120,7.78265306122449,"Path:hsa04935 Growth hormone synthesis secretion and action","http://www.genome.jp/kegg-bin/show_pathway?hsa04935 "," PLCG2  PRKCB"
0.12547460361404,2,124,7.53159973666886,"Path:hsa04611 Platelet activation","http://www.genome.jp/kegg-bin/show_pathway?hsa04611 "," PLCG2  ARHGEF1"
0.140137118761271,2,134,6.9695400548279,"Path:hsa04270 Vascular smooth muscle contraction","http://www.genome.jp/kegg-bin/show_pathway?hsa04270 "," PRKCB  ARHGEF1"
0.141494895568735,2,137,6.81692238939371,"Path:hsa05135 Yersinia infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05135 "," VAV1  ARHGEF1"
0.14659069353253,2,142,6.57688991089393,"Path:hsa04120 Ubiquitin mediated proteolysis","http://www.genome.jp/kegg-bin/show_pathway?hsa04120 "," ELOC  ELOB"
0.160285148349492,1,22,21.2254174397032,"Path:hsa00340 Histidine metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00340 "," ALDH2"
0.160285148349492,1,20,23.3479591836735,"Path:hsa00670 One carbon pool by folate","http://www.genome.jp/kegg-bin/show_pathway?hsa00670 "," ALDH1L1"
0.160285148349492,1,21,22.2361516034985,"Path:hsa00770 Pantothenate and CoA biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa00770 "," ALDH2"
0.160285148349492,2,157,5.94852463278305,"Path:hsa04390 Hippo signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04390 "," DLG2  DLG3"
0.160285148349492,2,161,5.80073520091266,"Path:hsa05206 MicroRNAs in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05206 "," PLCG2  PRKCB"
0.166835630161239,2,167,5.59232555297568,"Path:hsa05225 Hepatocellular carcinoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05225 "," PLCG2  PRKCB"
0.194231727922094,1,30,15.565306122449,"Path:hsa00053 Ascorbate and aldarate metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00053 "," ALDH2"
0.194231727922094,1,30,15.565306122449,"Path:hsa00630 Glyoxylate and dicarboxylate metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00630 "," PGP"
0.194231727922094,2,189,4.94136702299968,"Path:hsa04613 Neutrophil extracellular trap formation","http://www.genome.jp/kegg-bin/show_pathway?hsa04613 "," PLCG2  PRKCB"
0.195940788331747,1,31,15.0631994733377,"Path:hsa00410 beta-Alanine metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00410 "," ALDH2"
0.198446545962453,2,197,4.74070237231949,"Path:hsa05130 Pathogenic Escherichia coli infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05130 "," MYO1G  ARHGEF1"
0.199307859227245,2,200,4.66959183673469,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," PRKCB  VAV1"
